0,1074496,-0.02,0.01,0.01,0.23,-3.15,9.66,-2048.00,599.00,2047.88,-0.15,-0.02,0.00,0.99,21.00,99712.66,-1.60,21.71,0.22,0.00,0.00,0.00,0.00,0.00,0.00,2
1,1074732,0.01,-0.01,-0.01,0.64,-2.97,9.73,-2048.00,600.19,2047.88,-0.15,-0.02,0.00,0.99,21.00,99712.01,-1.54,21.72,0.23,0.00,0.00,0.00,0.00,0.00,0.00,2
2,1074761,0.01,0.00,-0.05,0.29,-3.28,9.65,-2048.00,600.19,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99712.23,-1.56,21.72,-0.66,0.00,0.00,0.00,0.00,0.00,0.00,2
3,1074790,0.00,0.01,0.04,0.31,-3.06,9.65,-2048.00,599.06,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99712.23,-1.56,21.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2
4,1074821,0.00,0.01,0.05,0.29,-2.94,9.69,-2048.00,599.06,2047.88,-0.15,-0.02,0.00,0.99,21.00,99712.66,-1.56,21.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2
5,1074851,0.00,0.01,-0.05,0.18,-2.92,9.62,-2048.00,599.06,2047.88,-0.15,-0.02,0.00,0.99,21.00,99712.66,-1.60,21.72,-1.24,0.00,0.00,0.00,0.00,0.00,0.00,2
6,1074880,-0.01,0.00,-0.06,0.04,-3.17,9.65,-2048.00,599.06,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99712.81,-1.61,21.72,-0.41,0.00,0.00,0.00,0.00,0.00,0.00,2
7,1074911,-0.01,0.00,0.05,0.05,-3.32,9.61,-2048.00,598.69,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99712.98,-1.62,21.72,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,2
8,1074941,-0.00,-0.01,0.01,0.10,-3.14,9.69,-2048.00,599.38,2047.88,-0.15,-0.02,0.00,0.99,21.00,99713.30,-1.65,21.72,-0.94,0.00,0.00,0.00,0.00,0.00,0.00,2
9,1074972,-0.01,-0.01,-0.07,0.36,-3.21,9.65,-2048.00,599.38,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99713.56,-1.64,21.72,0.45,0.00,0.00,0.00,0.00,0.00,0.00,2
10,1075003,-0.02,-0.01,0.00,0.36,-3.42,9.66,-2048.00,599.06,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99713.56,-1.67,21.72,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,2
11,1075029,0.00,-0.01,0.04,0.48,-3.35,9.67,-2048.00,599.06,2047.88,-0.15,-0.02,-0.00,0.99,21.00,99713.72,-1.69,21.72,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,2
12,1075268,0.00,0.02,0.01,0.13,-3.05,9.31,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99714.53,-1.76,21.73,-0.31,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
13,1075296,0.01,0.01,0.00,0.04,-3.12,9.35,-2048.00,599.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99714.20,-1.73,21.73,0.68,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
14,1075326,-0.00,-0.00,-0.02,0.15,-3.04,9.32,-2048.00,599.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.88,-1.70,21.73,0.89,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
15,1075355,-0.00,-0.01,-0.03,0.11,-3.21,9.32,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.39,-1.66,21.73,1.49,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
16,1075401,0.01,-0.01,0.02,0.20,-3.20,9.31,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.63,-1.68,21.73,-0.42,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
17,1075428,0.00,-0.01,0.01,0.52,-2.88,9.36,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.30,-1.65,21.73,0.94,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
18,1075456,-0.00,-0.01,0.00,0.39,-3.17,9.32,-2048.00,599.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.14,-1.64,21.73,0.48,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
19,1075486,0.01,-0.01,-0.00,0.44,-3.03,9.35,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.14,-1.64,21.73,0.00,557266880.00,-48113544.00,240202.00,26.00,110.00,1300495.00,2
20,1075529,-0.00,0.00,0.06,0.49,-2.81,9.35,-2048.00,599.38,2047.88,-0.16,-0.02,0.00,0.99,21.00,99712.97,-1.62,21.73,0.50,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
21,1075757,0.01,-0.01,0.01,0.36,-2.95,9.34,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.77,-1.52,21.73,0.42,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
22,1075787,-0.00,-0.00,-0.02,0.19,-3.10,9.35,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.19,-1.52,21.74,0.00,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
23,1075817,-0.01,-0.00,0.00,0.41,-3.10,9.33,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.19,-1.56,21.74,-1.25,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
24,1075847,0.01,-0.00,0.01,0.49,-2.95,9.42,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.19,-1.56,21.74,0.00,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
25,1075879,0.00,0.01,0.03,0.29,-3.06,9.30,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.03,-1.54,21.74,0.42,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
26,1075909,0.00,0.00,-0.02,0.39,-2.93,9.43,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.03,-1.54,21.74,0.00,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
27,1075938,-0.00,0.01,-0.02,0.25,-2.98,9.32,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.03,-1.54,21.74,0.00,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
28,1075968,-0.01,0.01,0.00,0.19,-2.91,9.32,-2048.00,598.00,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.03,-1.54,21.74,0.00,557266880.00,-48113556.00,240220.00,26.00,178.00,1303572.00,2
29,1076010,-0.01,0.00,-0.02,0.18,-2.91,9.31,-2048.00,599.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.52,-1.59,21.74,-1.37,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
30,1076041,-0.01,-0.01,0.01,0.26,-3.18,9.31,-2048.00,599.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.52,-1.59,21.74,0.00,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
31,1076268,0.01,-0.00,0.03,0.30,-2.90,9.45,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.93,-1.54,21.74,0.22,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
32,1076297,0.00,0.01,-0.00,0.42,-2.86,9.32,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.77,-1.52,21.74,0.48,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
33,1076328,-0.00,0.01,0.01,0.34,-2.79,9.38,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.77,-1.52,21.74,0.00,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
34,1076355,-0.01,0.00,-0.04,0.24,-2.83,9.33,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.03,-1.54,21.74,-0.76,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
35,1076384,-0.02,0.01,-0.02,0.21,-3.05,9.41,-2048.00,599.38,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.70,-1.52,21.74,1.03,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
36,1076414,-0.02,0.01,-0.01,0.11,-3.24,9.31,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.70,-1.52,21.74,0.00,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
37,1076442,-0.00,-0.00,-0.03,0.12,-3.05,9.34,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.54,-1.50,21.74,0.46,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
38,1076472,-0.01,-0.01,0.00,0.19,-3.15,9.39,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.37,-1.49,21.74,0.48,557266944.00,-48113568.00,240153.00,26.00,133.00,1305869.00,2
39,1076517,-0.01,-0.01,0.01,0.20,-3.25,9.32,-2048.00,598.69,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.37,-1.49,21.74,0.00,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
40,1076561,0.00,-0.01,-0.01,0.39,-3.18,9.40,-2048.00,598.37,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.77,-1.52,21.74,-0.56,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
41,1076788,-0.01,-0.00,-0.02,0.24,-2.95,9.38,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.13,-1.55,21.75,-0.13,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
42,1076816,-0.02,-0.00,0.02,0.18,-3.22,9.36,-2048.00,599.50,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.70,-1.52,21.75,1.29,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
43,1076844,-0.01,-0.01,-0.03,0.33,-3.05,9.31,-2048.00,599.50,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.28,-1.57,21.75,-1.75,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
44,1076875,-0.02,-0.00,-0.04,0.35,-3.19,9.41,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.13,-1.55,21.75,0.43,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
45,1076906,-0.02,0.00,0.04,0.29,-3.30,9.28,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.80,-1.52,21.75,0.96,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
46,1076936,0.00,-0.01,-0.03,0.38,-3.12,9.38,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.80,-1.52,21.75,0.00,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
47,1076976,0.00,0.01,0.03,0.34,-3.20,9.31,-2048.00,599.88,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.64,-1.51,21.75,0.33,557266880.00,-48113568.00,240113.00,27.00,227.00,1309768.00,2
48,1077019,0.01,0.02,-0.02,0.20,-3.07,9.38,-2048.00,598.00,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.02,-1.54,21.75,-1.01,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
49,1077054,0.01,0.01,0.04,0.15,-2.91,9.32,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.70,-1.52,21.75,0.60,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
50,1077087,0.00,0.01,-0.01,0.21,-2.71,9.33,-2048.00,599.06,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99711.70,-1.52,21.75,0.00,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
51,1077318,-0.00,-0.01,-0.01,0.47,-3.26,9.35,-2048.00,598.75,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.83,-1.61,21.76,-0.42,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
52,1077350,0.00,0.00,0.00,0.35,-3.11,9.38,-2048.00,599.88,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.99,-1.63,21.76,-0.40,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
53,1077380,0.01,0.00,-0.00,0.31,-3.10,9.36,-2048.00,599.88,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99712.99,-1.63,21.76,0.00,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
54,1077411,0.02,0.00,0.01,0.25,-3.07,9.33,-2048.00,598.00,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.58,-1.68,21.76,-1.65,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
55,1077442,0.01,0.01,0.03,0.28,-2.93,9.36,-2048.00,598.00,2047.88,-0.16,-0.02,-0.00,0.99,21.00,99713.58,-1.68,21.76,0.00,557266880.00,-48113584.00,239994.00,26.00,130.00,1312007.00,2
